<<<15:11:29:570398>>>
* Screen coordinates (160, 280) choosen in zone #8.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (0, 150).
* Maximum (x, y) are (266, 750).
* Mid (x, y) are (133, 450).
<<<15:11:29:570398>>>  Image at Pix\Faraway_Objects\Quasars\2.png choosen for background...
<<<15:11:36:221545>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:221545>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:221545>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:221545>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:222538>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:222538>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:222538>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:238129>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:238129>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:238129>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:238129>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:238129>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:238129>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:239137>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:239137>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:254728>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:254728>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:254728>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:254728>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:254728>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:254728>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:254728>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:254728>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:271404>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:271404>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:271404>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:271404>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:271404>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:271404>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:272396>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:272396>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:288196>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:288196>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:288196>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:288196>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:288196>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:288196>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:288196>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:288196>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:305739>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:305739>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:305739>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:305739>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:305739>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:305739>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:305739>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:305739>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:322307>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:322307>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:322307>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:322307>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:322307>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:322307>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:322307>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:322307>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:338658>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:338658>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:338658>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:338658>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:338658>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:338658>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:338658>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:338658>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:354848>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:354848>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:354848>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:354848>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:354848>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:354848>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:354848>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:354848>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:371387>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:371387>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:371387>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:371387>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:371387>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:371387>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:371387>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:371387>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:388284>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:388284>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:388284>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:388284>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:388284>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:388284>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:388284>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:388284>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:404831>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:405877>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:405877>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:405877>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:405877>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:405877>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:405877>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:405877>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:422000>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:422000>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:422000>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:422000>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:422000>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:422000>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:422000>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:422000>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:438926>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:438926>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:438926>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:438926>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:438926>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:438926>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:438926>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:438926>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:456161>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:456161>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:456161>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:456161>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:456161>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:456161>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:456161>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:456161>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:472168>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:472168>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:472168>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:472168>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:472168>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:472168>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:472168>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:472168>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:488211>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:488211>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:488211>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:488211>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:488211>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:488211>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:488211>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:488211>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:504659>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:504659>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:504659>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:504659>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:504659>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:504659>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:504659>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:504659>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:521552>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:521552>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:521552>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:521552>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:521552>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:521552>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:521552>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:521552>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:537009>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:537009>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:537009>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:537009>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:537009>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:537009>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:537009>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:537009>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:553170>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:553170>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:553170>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:553170>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:553170>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:553170>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:553170>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:554215>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:569092>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:569092>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:569092>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:569092>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:569092>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:569092>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:569092>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:569092>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:587031>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:587031>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:587031>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:587031>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:587031>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:587031>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:587031>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:587031>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:602563>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:602563>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:602563>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:602563>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:602563>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:602563>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:602563>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:602563>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:618864>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:618864>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:618864>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:618864>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:618864>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:618864>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:618864>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:618864>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:636177>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:636177>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:636177>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:636177>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:636177>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:636177>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:636177>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:636177>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:652440>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:652440>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:652440>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:652440>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:652440>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:652440>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:652440>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:652440>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:668543>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:668543>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:668543>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:668543>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:668543>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:668543>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:668543>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:668543>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:685414>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:685414>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:685414>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:685414>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:685414>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:685414>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:685414>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:685414>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:701653>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:701653>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:701653>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:701653>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:701653>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:701653>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:701653>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:701653>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:717982>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:717982>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:717982>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:717982>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:717982>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:717982>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:717982>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:717982>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:734059>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:734059>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:734059>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:734059>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:734059>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:734059>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:734059>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:734059>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:751399>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:751399>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:751399>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:751399>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:751399>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:751399>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:751399>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:751399>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:766805>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:766805>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:766805>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:766805>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:766805>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:766805>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:766805>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:766805>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:782492>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:782492>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:782492>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:782492>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:782492>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:782492>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:782492>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:782492>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:798827>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:798827>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:798827>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:798827>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:798827>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:798827>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:798827>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:798827>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:814688>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:814688>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:814688>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:814688>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:36:814688>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:36:814688>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:814688>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:36:814688>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:36:830211>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:36:830211>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:36:830211>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
